Analysis,Author,Year,Trait Type,Species,Genus,Family,Order,Plant Species,Genus,Family,Order,n,t = trait means,S=trait standard deviations,R = # Species relative abundances,Link,OTHER LINK,Reference,Mutualism_type,Trait,Included in redundancy analysis,Source,Data Reported,Statistics Reported,Field/Experimental/Observational,,,,,,,
57A,Dohzono et al,2008,Trait A. Fruit set (no. fruits/inflorescence),Bombus terrestris,Bombus,Apidae,Hymenoptera,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,22,0.0597,0.05136005,0.3384615,https://www-jstor-org.myaccess.library.utoronto.ca/stable/27650864?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1491.1,"Dohzono, I., Kunitake, Y. K., Yokoyama, J., & Goka, K. (2008). ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES. Ecology, 89(11), 3082–3092. https://doi.org/10.1890/07-1491.1",Pollination,Seed set,NO,Figure 4,"n, mean, SD","R^2, X^2, and P-value",Field observational,,,,,,,
57B,Dohzono et al,2008,Trait B. Seed set (no. seeds/pod),Bombus ardens,Bombus,Apidae,Hymenoptera,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,182,0.667,0.295717,0.82352941,https://www-jstor-org.myaccess.library.utoronto.ca/stable/27650864?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1491.1,"Dohzono, I., Kunitake, Y. K., Yokoyama, J., & Goka, K. (2008). ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES. Ecology, 89(11), 3082–3092. https://doi.org/10.1890/07-1491.1",Pollination,Seed set,NO,Figure 4,"n, mean, SD","R^2, X^2, and P-value",Field observational,,,,,,,
57B,Dohzono et al,2008,Trait B. Seed set (no. seeds/pod),Bombus hypocrita,Bombus,Apidae,Hymenoptera,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,9,0.371,0.15177,0.04072398,https://www-jstor-org.myaccess.library.utoronto.ca/stable/27650864?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1491.1,"Dohzono, I., Kunitake, Y. K., Yokoyama, J., & Goka, K. (2008). ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES. Ecology, 89(11), 3082–3092. https://doi.org/10.1890/07-1491.1",Pollination,Seed set,NO,Figure 4,"n, mean, SD","R^2, X^2, and P-value",Field observational,,,,,,,
57B,Dohzono et al,2008,Trait B. Seed set (no. seeds/pod),Bombus terrestris,Bombus,Apidae,Hymenoptera,Corydalis ambigua,Corydalis,Papaveraceae,Ranunculales,30,0.371,0.2124616,0.13574661,https://www-jstor-org.myaccess.library.utoronto.ca/stable/27650864?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1491.1,"Dohzono, I., Kunitake, Y. K., Yokoyama, J., & Goka, K. (2008). ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES. Ecology, 89(11), 3082–3092. https://doi.org/10.1890/07-1491.1",Pollination,Seed set,NO,Figure 4,"n, mean, SD","R^2, X^2, and P-value",Field observational,,,,,,,
58A,Prior et al,2015,Trait A. Proportion of dispersed seeds,Myrmica rubra,Myrmica,Formicinae,Hymenoptera,Chelidonium majus,Chelidonium,Papaveraceae,Ranunculales,10,87,12.64911,0.5,https://royalsocietypublishing.org/doi/10.1098/rspb.2014.2846,https://royalsocietypublishing.org/doi/10.1098/rspb.2014.2846,"Prior, Kirsten & Robinson, Jennifer & Dunphy, Shannon & Frederickson, Megan. (2015). Mutualism between co-introduced species facilitates invasion and alters plant community structure. Proceedings. Biological sciences / The Royal Society. 282. 10.1098/rspb.2014.2846.",Seed Dispersal,Seed transportation,NO,Figure 2,"n, mean, SD",P-value,Field experimental,,,,,,,
58A,Prior et al,2015,Trait A. Proportion of dispersed seeds,Aphaenogaster rudis,Aphaenogaster,Formicinae,Hymenoptera,Chelidonium majus,Chelidonium,Papaveraceae,Ranunculales,10,40,12.64911,0.5,https://royalsocietypublishing.org/doi/10.1098/rspb.2014.2846,https://royalsocietypublishing.org/doi/10.1098/rspb.2014.2846,"Prior, Kirsten & Robinson, Jennifer & Dunphy, Shannon & Frederickson, Megan. (2015). Mutualism between co-introduced species facilitates invasion and alters plant community structure. Proceedings. Biological sciences / The Royal Society. 282. 10.1098/rspb.2014.2846.",Seed Dispersal,Seed transportation,NO,Figure 2,"n, mean, SD",P-value,Field experimental,,,,,,,
59A,LeVan et al,2014,Trait A. Average number Diadasia visits per minute,Linepithema humile,Linepithema,Formicinae,Hymenoptera,Ferocactus viridescens,Ferocactus,Cactaceae,Caryophyllales,30,0.0473,0.06430811,0.7142857,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,"LeVan, K. E., Hung, K. L., McCann, K. R., Ludka, J. T., & Holway, D. A. (2014). Floral visitation by the Argentine ant reduces pollinator visitation and seed set in the coast barrel cactus, Ferocactus viridescens. Oecologia, 174(1), 163–171. https://doi.org/10.1007/s00442-013-2739-z",Pollination,Visitation rate,NO,Figure 3,"n, mean, SD",t-test and P-value,Field observational,,,,,,,
59A,LeVan et al,2014,Trait A. Average number Diadasia visits per minute,Crematogaster californica,Crematogaster,Formicinae,Hymenoptera,Ferocactus viridescens,Ferocactus,Cactaceae,Caryophyllales,12,0.0498,0.05423397,0.2857143,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,"LeVan, K. E., Hung, K. L., McCann, K. R., Ludka, J. T., & Holway, D. A. (2014). Floral visitation by the Argentine ant reduces pollinator visitation and seed set in the coast barrel cactus, Ferocactus viridescens. Oecologia, 174(1), 163–171. https://doi.org/10.1007/s00442-013-2739-z",Pollination,Visitation rate,NO,Figure 3,"n, mean, SD",t-test and P-value,Field observational,,,,,,,
59B,LeVan et al,2014,Trait B. Average duration of Diadasia visits,Linepithema humile,Linepithema,Formicinae,Hymenoptera,Ferocactus viridescens,Ferocactus,Cactaceae,Caryophyllales,30,11.8,5.412047,0.7142857,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,"LeVan, K. E., Hung, K. L., McCann, K. R., Ludka, J. T., & Holway, D. A. (2014). Floral visitation by the Argentine ant reduces pollinator visitation and seed set in the coast barrel cactus, Ferocactus viridescens. Oecologia, 174(1), 163–171. https://doi.org/10.1007/s00442-013-2739-z",Pollination,Visitation rate,NO,Figure 3,"n, mean, SD",t-test and P-value,Field observational,,,,,,,
59B,LeVan et al,2014,Trait B. Average duration of Diadasia visits,Crematogaster californica,Crematogaster,Formicinae,Hymenoptera,Ferocactus viridescens,Ferocactus,Cactaceae,Caryophyllales,12,19.5,6.367712,0.2857143,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,https://link.springer.com/article/10.1007%2Fs00442-013-2739-z,"LeVan, K. E., Hung, K. L., McCann, K. R., Ludka, J. T., & Holway, D. A. (2014). Floral visitation by the Argentine ant reduces pollinator visitation and seed set in the coast barrel cactus, Ferocactus viridescens. Oecologia, 174(1), 163–171. https://doi.org/10.1007/s00442-013-2739-z",Pollination,Visitation rate,NO,Figure 3,"n, mean, SD",t-test and P-value,Field observational,,,,,,,
60A,Fumero-Cabán et al,2007,Trait A. Average visitation rates per flower visitor per patch,Anthracothorax viridis,Anthracothorax,Trochilidae,Apodiformes,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,6,0.020941,0.034047907,0.25,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
60A,Fumero-Cabán et al,2007,Trait A. Average visitation rates per flower visitor per patch,Apis mellifera,Apis,Apidae,Hymenoptera,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,6,0.090808,0.070361593,0.25,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
60A,Fumero-Cabán et al,2007,Trait A. Average visitation rates per flower visitor per patch,Coereba flaveola,Coereba,Thraupidae,Passeriformes,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,6,0.182728,0.025420805,0.25,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
60A,Fumero-Cabán et al,2007,Trait A. Average visitation rates per flower visitor per patch,Chlorostilbon maugaeus,Chlorostilbon,Trochilidae,Apodiformes,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,6,0.007598,0.006809581,0.25,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
60B,Fumero-Cabán et al,2007,Trait B. Average number of pollen grains deposited after a single flower visit,Anthracothorax viridis,Anthracothorax,Trochilidae,Apodiformes,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,20,620.96,190.55771,0.3333333,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
60B,Fumero-Cabán et al,2007,Trait B. Average number of pollen grains deposited after a single flower visit,Apis mellifera,Apis,Apidae,Hymenoptera,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,20,203.51,124.86204,0.3333333,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
60B,Fumero-Cabán et al,2007,Trait B. Average number of pollen grains deposited after a single flower visit,Coereba flaveola,Coereba,Thraupidae,Passeriformes,Pitcairnia angustifolia,Pitcairnia,Bromeliaceae,Poales,20,63.33,41.59086,0.3333333,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,https://bsapubs.onlinelibrary.wiley.com/doi/full/10.3732/ajb.94.3.419,"Fumero-Cabán, J. J., & Meléndez-Ackerman, E. J. (2007). Relative pollination effectiveness of floral visitors of Pitcairnia angustifolia (Bromeliaceae). American journal of botany, 94(3), 419–424. https://doi.org/10.3732/ajb.94.3.419",Pollination,Visitation rate,NO,Figure 1,"n, mean, SD",F-value and P-value,Field observational,,,,,,,
61A,Campbell et al,2015,Trait A. Mean number of nest sites per branch for the four ant species on Vachellia erioloba,Cataulacus intrudens,Cataulacus,Formicinae,Hymenoptera,Vachellia erioloba,Vachellia,Fabaceae,Fabales,40,1.4,0.8031553,0.8695652,https://www-jstor-org.myaccess.library.utoronto.ca/stable/10.1086/683462?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://www.journals.uchicago.edu/doi/10.1086/683462,"Campbell, H., Fellowes, M. D. E., Cook, J. M., & Natural History Editor: Mark A. McPeek. (2015). The Curious Case of the Camelthorn: Competition, Coexistence, and Nest-Site Limitation in a Multispecies Mutualism. The American Naturalist, 186(6), E172–E181. https://doi.org/10.1086/683462",Plant Protection,Occupancy rate,NO,Figure 3,"n, mean, SD",P-value,Field observational,,,,,,,
61A,Campbell et al,2015,Trait A. Mean number of nest sites per branch for the four ant species on Vachellia erioloba,Tetraponera ambigua,Tetraponera,Formicinae,Hymenoptera,Vachellia erioloba,Vachellia,Fabaceae,Fabales,6,1.83,1.1732076,0.1304348,https://www-jstor-org.myaccess.library.utoronto.ca/stable/10.1086/683462?pq-origsite=360link&seq=1#metadata_info_tab_contents,https://www.journals.uchicago.edu/doi/10.1086/683462,"Campbell, H., Fellowes, M. D. E., Cook, J. M., & Natural History Editor: Mark A. McPeek. (2015). The Curious Case of the Camelthorn: Competition, Coexistence, and Nest-Site Limitation in a Multispecies Mutualism. The American Naturalist, 186(6), E172–E181. https://doi.org/10.1086/683462",Plant Protection,Occupancy rate,NO,Figure 3,"n, mean, SD",P-value,Field observational,,,,,,,
62A,Raine et al,2004,Trait A. Percentage of branches occupied,Pseudomyrmex ferrugineus,Pseudomyrmex,Formicinae,Hymenoptera,Acacia mayana,Acacia,Fabaceae,Fabales,8,35.6,16.800857,0.5,https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/j.0307-6946.2004.00608.x,http://www.auburn.edu/academic/classes/biol/7560/folkerts/raineguardsandthieves.pdf,"Raine, Nigel & Gammans, Nicola & Macfadyen, Iain & Scrivner, Gareth & Stone, Graham. (2004). Guards and thieves: Antagonistic interactions between two ant species coexisting on the same ant-plant. Ecological Entomology. 29. 345-352. 10.1111/j.0307-6946.2004.00608.x.",Plant Protection,Occupancy rate,NO,Figure 1,"n, mean, SD",Only mean and SE,Field observational,,,,,,,
62A,Raine et al,2004,Trait A. Percentage of branches occupied,Camponotus planatus,Camponotus,Formicinae,Hymenoptera,Acacia mayana,Acacia,Fabaceae,Fabales,8,5.23,7.467048,0.5,https://onlinelibrary-wiley-com.myaccess.library.utoronto.ca/doi/full/10.1111/j.0307-6946.2004.00608.x,http://www.auburn.edu/academic/classes/biol/7560/folkerts/raineguardsandthieves.pdf,"Raine, Nigel & Gammans, Nicola & Macfadyen, Iain & Scrivner, Gareth & Stone, Graham. (2004). Guards and thieves: Antagonistic interactions between two ant species coexisting on the same ant-plant. Ecological Entomology. 29. 345-352. 10.1111/j.0307-6946.2004.00608.x.",Plant Protection,Occupancy rate,NO,Figure 1,"n, mean, SD",Only mean and SE,Field observational,,,,,,,
63A,Campbell et al,2019,Trait A. Mean time spent in watermelon flower (s),Agapostemon splendens,Agapostemon,Halictidae,Hymenoptera,Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,30,5.1,4.389449,0.09404389,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,"Campbell, Joshua & Stanley-Stahr, Cory & Bammer, Mary & Daniels, Jaret & Ellis, James. (2019). Contribution of bees and other pollinators to watermelon ( Citrullus lanatus Thunb.) pollination. Journal of Apicultural Research. 58. 1-7. 10.1080/00218839.2019.1614271.",Pollination,Visitation rate,NO,"Figure 2, Table 2","n, mean, SD",X^2 and P-value,Field observational,,,,,,,
63A,Campbell et al,2019,Trait A. Mean time spent in watermelon flower (s),Apis mellifera,Apis,Apidae,Hymenoptera,Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,225,4.5,3.0255,0.70532915,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,"Campbell, Joshua & Stanley-Stahr, Cory & Bammer, Mary & Daniels, Jaret & Ellis, James. (2019). Contribution of bees and other pollinators to watermelon ( Citrullus lanatus Thunb.) pollination. Journal of Apicultural Research. 58. 1-7. 10.1080/00218839.2019.1614271.",Pollination,Visitation rate,NO,"Figure 2, Table 2","n, mean, SD",X^2 and P-value,Field observational,,,,,,,
63A,Campbell et al,2019,Trait A. Mean time spent in watermelon flower (s),Lasioglosum spp.,Lasioglosum,Halictidae,Hymenoptera,Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,12,18.4,16.123661,0.03761755,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,"Campbell, Joshua & Stanley-Stahr, Cory & Bammer, Mary & Daniels, Jaret & Ellis, James. (2019). Contribution of bees and other pollinators to watermelon ( Citrullus lanatus Thunb.) pollination. Journal of Apicultural Research. 58. 1-7. 10.1080/00218839.2019.1614271.",Pollination,Visitation rate,NO,"Figure 2, Table 2","n, mean, SD",X^2 and P-value,Field observational,,,,,,,
63A,Campbell et al,2019,Trait A. Mean time spent in watermelon flower (s),Campsomeris plumipes,Campsomeris,Scoliidae,Hymenoptera,Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,52,4.5,2.27294,0.1630094,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,"Campbell, Joshua & Stanley-Stahr, Cory & Bammer, Mary & Daniels, Jaret & Ellis, James. (2019). Contribution of bees and other pollinators to watermelon ( Citrullus lanatus Thunb.) pollination. Journal of Apicultural Research. 58. 1-7. 10.1080/00218839.2019.1614271.",Pollination,Visitation rate,NO,"Figure 2, Table 2","n, mean, SD",X^2 and P-value,Field observational,,,,,,,
63B,Campbell et al,2019,Trait B. Watermelon pollen counts of insects collected,Agapostemon splendens,Agapostemon,Halictidae,Hymenoptera,Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,30,10288,14876.14466,0.0974026,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,"Campbell, Joshua & Stanley-Stahr, Cory & Bammer, Mary & Daniels, Jaret & Ellis, James. (2019). Contribution of bees and other pollinators to watermelon ( Citrullus lanatus Thunb.) pollination. Journal of Apicultural Research. 58. 1-7. 10.1080/00218839.2019.1614271.",Pollination,Visitation rate,NO,"Figure 2, Table 2","n, mean, SD",X^2 and P-value,Field observational,,,,,,,
63B,Campbell et al,2019,Trait B. Watermelon pollen counts of insects collected,Apis mellifera,Apis,Apidae,Hymenoptera,Citrullus lanatus,Citrullus,Cucurbitaceae,Cucurbitales,184,1490,1817.66444,0.5974026,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,https://www.tandfonline.com/doi/abs/10.1080/00218839.2019.1614271,"Campbell, Joshua & Stanley-Stahr, Cory & Bammer, Mary & Daniels, Jaret & Ellis, James. (2019). Contribution of bees and other pollinators to watermelon ( Citrullus lanatus Thunb.) pollination. Journal of Apicultural Research. 58. 1-7. 10.1080/00218839.2019.1614271.",Pollination,Visitation rate,NO,"Figure 2, Table 2","n, mean, SD",X^2 and P-value,Field observational,,,,,,,
