Supplementary Table 9. Pairwise comparison of AA similarity acros Picorna-like viruses,,,,,
Species 1,Species 2,Names 1,Names 2,disimilarity,similarity
AoV-3,FeV-2,Putative A. octoarticulatus virus 1 (g2275 i0),Formica exsecta virus 2,0.82,0.18
CosV-A1,BHuV-1,Cosavirus A1,Bovine hungarovirus 1,0.82,0.18
MoV-A1,TesV-A1,Mosavirus A1,Teschovirus A1,0.81,0.19
PEV-8,PasV-A1,Porcine enterovirus 8,Passerivirus A1,0.81,0.19
AoV-4,NIHV-2,Putative A. octoarticulatus virus 2 (g5994 i0),Nilaparvata lugens honeydew virus-2,0.81,0.19
SINV-16,SINV-11, Solenopsis invicta virus 16, Solenopsis invicta virus 11,0.81,0.19
ERAV,FSak1,Equine rhinitis B virus 1,Feline sakobuvirus A,0.81,0.19
MoV-A1,SV-NG-J1,Mosavirus A1,Salivirus NG-J1,0.81,0.19
CV-A1,OsV-A1,Cardiovirus A1,Oscivirus A1,0.81,0.19
FSak1,CPDV,Feline sakobuvirus A,Canine picodicistrovirus,0.81,0.19
AoV-3,DWV,Putative A. octoarticulatus virus 1 (g2275 i0),Deformed wing virus,0.81,0.19
BBV,SINV-11,Brevicoryne brassicae virus, Solenopsis invicta virus 11,0.81,0.19
STV9,DcPV,Soybean thrips iflavirus 9,Dinocampus coccinellae paralysis virus,0.81,0.19
AoV-3,LdIV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Lymantria dispar iflavirus 1,0.81,0.19
SBPV,NIHV-2,Slow bee paralysis virus,Nilaparvata lugens honeydew virus-2,0.81,0.19
FMDV-O1K,MoV-A1,Foot and mouth disease virus,Mosavirus A1,0.81,0.19
FMDV-O1K,OsV-A1,Foot and mouth disease virus,Oscivirus A1,0.81,0.19
POLIO1A,AiV-1,Human poliovirus 1 Mahoney,Aichi virus 1,0.81,0.19
EPV-1,AV-A1,Eel picornavirus 1,Aquamavirus A1,0.81,0.19
BatPI,ERAV,Bat picornavirus,Equine rhinitis B virus 1,0.81,0.19
BatPI,SiV-A,Bat picornavirus,Sicinivirus A,0.81,0.19
FeV-2,AoV-2,Formica exsecta virus 2,Putative A. octoarticulatus virus 3 (g6982 i4),0.81,0.19
AoV-3,TplV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Thaumetopoea pityocampa iflavirus 1,0.81,0.19
TesV-A1,CPDV,Teschovirus A1,Canine picodicistrovirus,0.81,0.19
AoV-3,VdV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Varroa destructor virus 1,0.8,0.2
CosV-A1,ERAV,Cosavirus A1,Equine rhinitis B virus 1,0.8,0.2
ERAV,RoM-7,Equine rhinitis B virus 1,Rosavirus M-7,0.8,0.2
SV-NG-J1,CPDV,Salivirus NG-J1,Canine picodicistrovirus,0.8,0.2
AoV-2,ALPV,Putative A. octoarticulatus virus 3 (g6982 i4),Aphid lethal paralysis virus,0.8,0.2
KBV,ALPV,Kashmir bee virus,Aphid lethal paralysis virus,0.8,0.2
SenV-A1,RoM-7,Senecavirus A1,Rosavirus M-7,0.8,0.2
BBV,NIHV-2,Brevicoryne brassicae virus,Nilaparvata lugens honeydew virus-2,0.8,0.2
SBPV,BBV,Slow bee paralysis virus,Brevicoryne brassicae virus,0.8,0.2
SBV,NIHV-2,Sacbrood virus,Nilaparvata lugens honeydew virus-2,0.8,0.2
TesV-A1,OsV-A1,Teschovirus A1,Oscivirus A1,0.8,0.2
BatPI,RoM-7,Bat picornavirus,Rosavirus M-7,0.8,0.2
MSPV-1,AiV-1,Miniopterus schreibersii picornavirus 1,Aichi virus 1,0.8,0.2
BatIV,NIHV-2,Bat iflavirus (Yinda et al. 2016),Nilaparvata lugens honeydew virus-2,0.8,0.2
BatPI,TesV-A1,Bat picornavirus,Teschovirus A1,0.8,0.2
SenV-A1,AiV-1,Senecavirus A1,Aichi virus 1,0.8,0.2
BatIV,AoV-5,Bat iflavirus (Yinda et al. 2016),Putative A. octoarticulatus virus 4 (g1894 i0),0.8,0.2
POLIO1A,OsV-A1,Human poliovirus 1 Mahoney,Oscivirus A1,0.8,0.2
FMDV-O1K,ERAV,Foot and mouth disease virus,Equine rhinitis B virus 1,0.8,0.2
POLIO1A,RoM-7,Human poliovirus 1 Mahoney,Rosavirus M-7,0.8,0.2
TesV-A1,PasV-A1,Teschovirus A1,Passerivirus A1,0.8,0.2
SBPV,FeV-2,Slow bee paralysis virus,Formica exsecta virus 2,0.8,0.2
SBV,KgV,Sacbrood virus,King virus,0.8,0.2
IAPV,ALPV,Israeli acute paralysis virus,Aphid lethal paralysis virus,0.8,0.2
POLIO1A,THV-2993D,Human poliovirus 1 Mahoney,Turkey hepatitis virus 2993D,0.79,0.21
TesV-A1,AiV-1,Teschovirus A1,Aichi virus 1,0.79,0.21
NLHV-1,AoV-5,Nilaparvata lugens honeydew virus 1,Putative A. octoarticulatus virus 4 (g1894 i0),0.79,0.21
CosV-A1,OsV-A1,Cosavirus A1,Oscivirus A1,0.79,0.21
CPMV,CRLV,Cowpea mosaic virus,Cherry rasp leaf virus,0.79,0.21
AoV-3,BBV,Putative A. octoarticulatus virus 1 (g2275 i0),Brevicoryne brassicae virus,0.79,0.21
POLIO1A,TesV-A1,Human poliovirus 1 Mahoney,Teschovirus A1,0.79,0.21
BBV,SINV-16,Brevicoryne brassicae virus, Solenopsis invicta virus 16,0.79,0.21
BHuV-1,OsV-A1,Bovine hungarovirus 1,Oscivirus A1,0.79,0.21
TesV-A1,GaV-A1,Teschovirus A1,Gallivirus A1,0.79,0.21
DHAV-1,AV-A1,Duck hepatitis A virus 1,Aquamavirus A1,0.79,0.21
HPeV-1,AV-A1,Human parechovirus 1,Aquamavirus A1,0.79,0.21
SiV-A,CPDV,Sicinivirus A,Canine picodicistrovirus,0.79,0.21
ERAV,MoV-A1,Equine rhinitis B virus 1,Mosavirus A1,0.79,0.21
BatPI,THV-2993D,Bat picornavirus,Turkey hepatitis virus 2993D,0.79,0.21
DcPV,SINV-11,Dinocampus coccinellae paralysis virus, Solenopsis invicta virus 11,0.79,0.21
AoV-6,ALPV,Putative A. octoarticulatus virus 5 (g2855 i0),Aphid lethal paralysis virus,0.79,0.21
TesV-A1,SiV-A,Teschovirus A1,Sicinivirus A,0.79,0.21
KgV,NIHV-2,King virus,Nilaparvata lugens honeydew virus-2,0.79,0.21
FMDV-O1K,TesV-A1,Foot and mouth disease virus,Teschovirus A1,0.79,0.21
STV9,DWV,Soybean thrips iflavirus 9,Deformed wing virus,0.79,0.21
FEX-1,ALPV,Formica exsecta virus 1,Aphid lethal paralysis virus,0.79,0.21
ABPV,ALPV,Acute bee paralysis virus,Aphid lethal paralysis virus,0.79,0.21
PEV-8,CosV-A1,Porcine enterovirus 8,Cosavirus A1,0.79,0.21
GaV-A1,CPDV,Gallivirus A1,Canine picodicistrovirus,0.79,0.21
AiV-1,CPDV,Aichi virus 1,Canine picodicistrovirus,0.78,0.22
CosV-A1,MoV-A1,Cosavirus A1,Mosavirus A1,0.78,0.22
CosV-A1,TesV-A1,Cosavirus A1,Teschovirus A1,0.78,0.22
CV-A1,BHuV-1,Cardiovirus A1,Bovine hungarovirus 1,0.78,0.22
SBPV,KgV,Slow bee paralysis virus,King virus,0.78,0.22
FMDV-O1K,BHuV-1,Foot and mouth disease virus,Bovine hungarovirus 1,0.78,0.22
STV9,VdV-1,Soybean thrips iflavirus 9,Varroa destructor virus 1,0.78,0.22
DWV,DcPV,Deformed wing virus,Dinocampus coccinellae paralysis virus,0.78,0.22
AoV-4,NLHV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Nilaparvata lugens honeydew virus 1,0.78,0.22
AoV-4,LdIV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Lymantria dispar iflavirus 1,0.78,0.22
TplV-1,NIHV-2,Thaumetopoea pityocampa iflavirus 1,Nilaparvata lugens honeydew virus-2,0.78,0.22
SenV-A1,MoV-A1,Senecavirus A1,Mosavirus A1,0.78,0.22
MoV-A1,GaV-A1,Mosavirus A1,Gallivirus A1,0.78,0.22
PEV-8,RoM-7,Porcine enterovirus 8,Rosavirus M-7,0.78,0.22
SBV,VdV-1,Sacbrood virus,Varroa destructor virus 1,0.77,0.23
PasV-A1,CPDV,Passerivirus A1,Canine picodicistrovirus,0.77,0.23
MoV-A1,RoM-7,Mosavirus A1,Rosavirus M-7,0.77,0.23
AoV-3,ApIV,Putative A. octoarticulatus virus 1 (g2275 i0),Antheraea pernyi iflavirus,0.77,0.23
SV-NG-J1,THV-2993D,Salivirus NG-J1,Turkey hepatitis virus 2993D,0.77,0.23
BatPI,BHuV-1,Bat picornavirus,Bovine hungarovirus 1,0.77,0.23
HPeV-1,EPV-1,Human parechovirus 1,Eel picornavirus 1,0.77,0.23
AoV-4,BBV,Putative A. octoarticulatus virus 2 (g5994 i0),Brevicoryne brassicae virus,0.77,0.23
MoV-A1,SiV-A,Mosavirus A1,Sicinivirus A,0.77,0.23
VdV-1,DcPV,Varroa destructor virus 1,Dinocampus coccinellae paralysis virus,0.77,0.23
SenV-A1,BHuV-1,Senecavirus A1,Bovine hungarovirus 1,0.77,0.23
BatIV,LdIV-1,Bat iflavirus (Yinda et al. 2016),Lymantria dispar iflavirus 1,0.77,0.23
OsV-A1,CPDV,Oscivirus A1,Canine picodicistrovirus,0.77,0.23
MoV-A1,PasV-A1,Mosavirus A1,Passerivirus A1,0.77,0.23
SBV,DWV,Sacbrood virus,Deformed wing virus,0.77,0.23
AoV-7,ALPV,Putative A. octoarticulatus virus 6 (g3684 i0),Aphid lethal paralysis virus,0.77,0.23
BBV,AoV-5,Brevicoryne brassicae virus,Putative A. octoarticulatus virus 4 (g1894 i0),0.77,0.23
TesV-A1,RoM-7,Teschovirus A1,Rosavirus M-7,0.77,0.23
CV-A1,AiV-1,Cardiovirus A1,Aichi virus 1,0.76,0.24
SBPV,LdIV-1,Slow bee paralysis virus,Lymantria dispar iflavirus 1,0.76,0.24
DHAV-1,LimV-A1,Duck hepatitis A virus 1,Limnipivirus A1,0.76,0.24
CPDV,THV-2993D,Canine picodicistrovirus,Turkey hepatitis virus 2993D,0.76,0.24
PEV-8,ERAV,Porcine enterovirus 8,Equine rhinitis B virus 1,0.76,0.24
TesV-A1,SV-NG-J1,Teschovirus A1,Salivirus NG-J1,0.76,0.24
FeV-2,NIHV-2,Formica exsecta virus 2,Nilaparvata lugens honeydew virus-2,0.76,0.24
AoV-4,FeV-2,Putative A. octoarticulatus virus 2 (g5994 i0),Formica exsecta virus 2,0.76,0.24
CV-A1,TesV-A1,Cardiovirus A1,Teschovirus A1,0.76,0.24
SV-NG-J1,RoM-7,Salivirus NG-J1,Rosavirus M-7,0.76,0.24
FMDV-O1K,MSPV-1,Foot and mouth disease virus,Miniopterus schreibersii picornavirus 1,0.76,0.24
BatIV,NLHV-1,Bat iflavirus (Yinda et al. 2016),Nilaparvata lugens honeydew virus 1,0.76,0.24
ApIV,NIHV-2,Antheraea pernyi iflavirus,Nilaparvata lugens honeydew virus-2,0.76,0.24
FeV-2,DcPV,Formica exsecta virus 2,Dinocampus coccinellae paralysis virus,0.76,0.24
DWV,NIHV-2,Deformed wing virus,Nilaparvata lugens honeydew virus-2,0.76,0.24
MoV-A1,THV-2993D,Mosavirus A1,Turkey hepatitis virus 2993D,0.76,0.24
VdV-1,NIHV-2,Varroa destructor virus 1,Nilaparvata lugens honeydew virus-2,0.75,0.25
ERAV,AiV-1,Equine rhinitis B virus 1,Aichi virus 1,0.75,0.25
AEV-1,HAV,Tremovirus A1,Hepatovirus A,0.75,0.25
MoV-A1,FSak1,Mosavirus A1,Feline sakobuvirus A,0.75,0.25
KuV-A1,AV-A1,Kunsagivirus A1,Aquamavirus A1,0.75,0.25
LdIV-1,NIHV-2,Lymantria dispar iflavirus 1,Nilaparvata lugens honeydew virus-2,0.75,0.25
AoV-4,TplV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Thaumetopoea pityocampa iflavirus 1,0.75,0.25
AoV-4,DWV,Putative A. octoarticulatus virus 2 (g5994 i0),Deformed wing virus,0.75,0.25
SenV-A1,ERAV,Senecavirus A1,Equine rhinitis B virus 1,0.74,0.26
AoV-4,ApIV,Putative A. octoarticulatus virus 2 (g5994 i0),Antheraea pernyi iflavirus,0.74,0.26
BatIV,ApIV,Bat iflavirus (Yinda et al. 2016),Antheraea pernyi iflavirus,0.74,0.26
SBPV,ApIV,Slow bee paralysis virus,Antheraea pernyi iflavirus,0.74,0.26
SBPV,VdV-1,Slow bee paralysis virus,Varroa destructor virus 1,0.74,0.26
PEV-8,BHuV-1,Porcine enterovirus 8,Bovine hungarovirus 1,0.74,0.26
KgV,DcPV,King virus,Dinocampus coccinellae paralysis virus,0.74,0.26
VdV-1,NLHV-1,Varroa destructor virus 1,Nilaparvata lugens honeydew virus 1,0.74,0.26
SBPV,DWV,Slow bee paralysis virus,Deformed wing virus,0.74,0.26
DWV,NLHV-1,Deformed wing virus,Nilaparvata lugens honeydew virus 1,0.74,0.26
BatIV,FeV-2,Bat iflavirus (Yinda et al. 2016),Formica exsecta virus 2,0.74,0.26
AoV-4,KgV,Putative A. octoarticulatus virus 2 (g5994 i0),King virus,0.74,0.26
AoV-4,VdV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Varroa destructor virus 1,0.74,0.26
SBPV,TplV-1,Slow bee paralysis virus,Thaumetopoea pityocampa iflavirus 1,0.74,0.26
KgV,NLHV-1,King virus,Nilaparvata lugens honeydew virus 1,0.74,0.26
DHAV-1,HPeV-1,Duck hepatitis A virus 1,Human parechovirus 1,0.74,0.26
DHAV-1,EPV-1,Duck hepatitis A virus 1,Eel picornavirus 1,0.73,0.27
PEV-8,TesV-A1,Porcine enterovirus 8,Teschovirus A1,0.73,0.27
RoM-7,THV-2993D,Rosavirus M-7,Turkey hepatitis virus 2993D,0.73,0.27
ERAV,BHuV-1,Equine rhinitis B virus 1,Bovine hungarovirus 1,0.73,0.27
EPV-1,LimV-A1,Eel picornavirus 1,Limnipivirus A1,0.73,0.27
MSPV-1,BHuV-1,Miniopterus schreibersii picornavirus 1,Bovine hungarovirus 1,0.73,0.27
TuASV,DHAV-1,Turkey avisivirus,Duck hepatitis A virus 1,0.73,0.27
MSPV-1,ERAV,Miniopterus schreibersii picornavirus 1,Equine rhinitis B virus 1,0.73,0.27
MoV-A1,BHuV-1,Mosavirus A1,Bovine hungarovirus 1,0.73,0.27
SenV-A1,TesV-A1,Senecavirus A1,Teschovirus A1,0.73,0.27
ERAV,TesV-A1,Equine rhinitis B virus 1,Teschovirus A1,0.73,0.27
FSak1,RoM-7,Feline sakobuvirus A,Rosavirus M-7,0.73,0.27
BatIV,KgV,Bat iflavirus (Yinda et al. 2016),King virus,0.73,0.27
BatIV,TplV-1,Bat iflavirus (Yinda et al. 2016),Thaumetopoea pityocampa iflavirus 1,0.73,0.27
BatIV,BBV,Bat iflavirus (Yinda et al. 2016),Brevicoryne brassicae virus,0.73,0.27
HPeV-1,LimV-A1,Human parechovirus 1,Limnipivirus A1,0.72,0.28
SINV-16,DcPV, Solenopsis invicta virus 16,Dinocampus coccinellae paralysis virus,0.72,0.28
BatIV,DWV,Bat iflavirus (Yinda et al. 2016),Deformed wing virus,0.72,0.28
SV-NG-J1,OsV-A1,Salivirus NG-J1,Oscivirus A1,0.72,0.28
SiV-A,THV-2993D,Sicinivirus A,Turkey hepatitis virus 2993D,0.72,0.28
MoV-A1,OsV-A1,Mosavirus A1,Oscivirus A1,0.72,0.28
NLHV-1,NIHV-2,Nilaparvata lugens honeydew virus 1,Nilaparvata lugens honeydew virus-2,0.72,0.28
BBV,DcPV,Brevicoryne brassicae virus,Dinocampus coccinellae paralysis virus,0.72,0.28
MoV-A1,AiV-1,Mosavirus A1,Aichi virus 1,0.72,0.28
MSPV-1,MoV-A1,Miniopterus schreibersii picornavirus 1,Mosavirus A1,0.72,0.28
LdIV-1,BBV,Lymantria dispar iflavirus 1,Brevicoryne brassicae virus,0.72,0.28
BatIV,VdV-1,Bat iflavirus (Yinda et al. 2016),Varroa destructor virus 1,0.72,0.28
KBV,AoV-6,Kashmir bee virus,Putative A. octoarticulatus virus 5 (g2855 i0),0.72,0.28
TplV-1,NLHV-1,Thaumetopoea pityocampa iflavirus 1,Nilaparvata lugens honeydew virus 1,0.71,0.29
AiV-1,RoM-7,Aichi virus 1,Rosavirus M-7,0.71,0.29
OsV-A1,RoM-7,Oscivirus A1,Rosavirus M-7,0.71,0.29
PasV-A1,RoM-7,Passerivirus A1,Rosavirus M-7,0.71,0.29
SiV-A,RoM-7,Sicinivirus A,Rosavirus M-7,0.71,0.29
GaV-A1,RoM-7,Gallivirus A1,Rosavirus M-7,0.71,0.29
FMDV-O1K,CV-A1,Foot and mouth disease virus,Cardiovirus A1,0.71,0.29
LdIV-1,NLHV-1,Lymantria dispar iflavirus 1,Nilaparvata lugens honeydew virus 1,0.71,0.29
ApIV,BBV,Antheraea pernyi iflavirus,Brevicoryne brassicae virus,0.71,0.29
KBV,AoV-7,Kashmir bee virus,Putative A. octoarticulatus virus 6 (g3684 i0),0.71,0.29
MSPV-1,TesV-A1,Miniopterus schreibersii picornavirus 1,Teschovirus A1,0.71,0.29
PasV-A1,THV-2993D,Passerivirus A1,Turkey hepatitis virus 2993D,0.71,0.29
SEIV-1,IFV,Spodoptera exigua iflavirus 1,Infectious flacherie virus,0.71,0.29
GaV-A1,THV-2993D,Gallivirus A1,Turkey hepatitis virus 2993D,0.71,0.29
IAPV,AoV-6,Israeli acute paralysis virus,Putative A. octoarticulatus virus 5 (g2855 i0),0.7,0.3
ApIV,NLHV-1,Antheraea pernyi iflavirus,Nilaparvata lugens honeydew virus 1,0.7,0.3
IAPV,AoV-7,Israeli acute paralysis virus,Putative A. octoarticulatus virus 6 (g3684 i0),0.7,0.3
CV-A1,ERAV,Cardiovirus A1,Equine rhinitis B virus 1,0.7,0.3
FEX-1,AoV-7,Formica exsecta virus 1,Putative A. octoarticulatus virus 6 (g3684 i0),0.7,0.3
TplV-1,BBV,Thaumetopoea pityocampa iflavirus 1,Brevicoryne brassicae virus,0.7,0.3
CV-A1,MoV-A1,Cardiovirus A1,Mosavirus A1,0.7,0.3
LHUV-1,AoV-6,Linepithema humile virus 1,Putative A. octoarticulatus virus 5 (g2855 i0),0.7,0.3
FeV-2,NLHV-1,Formica exsecta virus 2,Nilaparvata lugens honeydew virus 1,0.69,0.31
AoV-2,AoV-7,Putative A. octoarticulatus virus 3 (g6982 i4),Putative A. octoarticulatus virus 6 (g3684 i0),0.69,0.31
FEX-1,AoV-6,Formica exsecta virus 1,Putative A. octoarticulatus virus 5 (g2855 i0),0.69,0.31
KgV,BBV,King virus,Brevicoryne brassicae virus,0.69,0.31
FSak1,THV-2993D,Feline sakobuvirus A,Turkey hepatitis virus 2993D,0.69,0.31
FMDV-O1K,CosV-A1,Foot and mouth disease virus,Cosavirus A1,0.69,0.31
FeV-2,BBV,Formica exsecta virus 2,Brevicoryne brassicae virus,0.69,0.31
SINV-1,AoV-6,Solenopsis invicta virus 1,Putative A. octoarticulatus virus 5 (g2855 i0),0.68,0.32
AiV-1,THV-2993D,Aichi virus 1,Turkey hepatitis virus 2993D,0.68,0.32
CPMV,ArMV,Cowpea mosaic virus,Arabis mosaic virus,0.68,0.32
BBV,NLHV-1,Brevicoryne brassicae virus,Nilaparvata lugens honeydew virus 1,0.68,0.32
LHUV-1,AoV-7,Linepithema humile virus 1,Putative A. octoarticulatus virus 6 (g3684 i0),0.68,0.32
OsV-A1,THV-2993D,Oscivirus A1,Turkey hepatitis virus 2993D,0.68,0.32
VdV-1,BBV,Varroa destructor virus 1,Brevicoryne brassicae virus,0.68,0.32
SINV-1,AoV-7,Solenopsis invicta virus 1,Putative A. octoarticulatus virus 6 (g3684 i0),0.68,0.32
ABPV,AoV-7,Acute bee paralysis virus,Putative A. octoarticulatus virus 6 (g3684 i0),0.68,0.32
DWV,BBV,Deformed wing virus,Brevicoryne brassicae virus,0.67,0.33
SV-NG-J1,SiV-A,Salivirus NG-J1,Sicinivirus A,0.67,0.33
FMDV-O1K,SenV-A1,Foot and mouth disease virus,Senecavirus A1,0.66,0.34
LdIV-1,FeV-2,Lymantria dispar iflavirus 1,Formica exsecta virus 2,0.66,0.34
TplV-1,FeV-2,Thaumetopoea pityocampa iflavirus 1,Formica exsecta virus 2,0.66,0.34
SV-NG-J1,PasV-A1,Salivirus NG-J1,Passerivirus A1,0.66,0.34
MSPV-1,CosV-A1,Miniopterus schreibersii picornavirus 1,Cosavirus A1,0.66,0.34
ABPV,AoV-6,Acute bee paralysis virus,Putative A. octoarticulatus virus 5 (g2855 i0),0.66,0.34
TplV-1,DWV,Thaumetopoea pityocampa iflavirus 1,Deformed wing virus,0.65,0.35
LdIV-1,DWV,Lymantria dispar iflavirus 1,Deformed wing virus,0.65,0.35
CV-A1,CosV-A1,Cardiovirus A1,Cosavirus A1,0.65,0.35
AoV-2,AoV-6,Putative A. octoarticulatus virus 3 (g6982 i4),Putative A. octoarticulatus virus 5 (g2855 i0),0.65,0.35
OilV-1,IFV,Osiphanes invirae iflavirus 1,Infectious flacherie virus,0.64,0.36
ApIV,DWV,Antheraea pernyi iflavirus,Deformed wing virus,0.64,0.36
KgV,LdIV-1,King virus,Lymantria dispar iflavirus 1,0.64,0.36
ApIV,VdV-1,Antheraea pernyi iflavirus,Varroa destructor virus 1,0.64,0.36
TplV-1,VdV-1,Thaumetopoea pityocampa iflavirus 1,Varroa destructor virus 1,0.64,0.36
LdIV-1,VdV-1,Lymantria dispar iflavirus 1,Varroa destructor virus 1,0.64,0.36
SenV-A1,CosV-A1,Senecavirus A1,Cosavirus A1,0.63,0.37
AoV-3,SBV,Putative A. octoarticulatus virus 1 (g2275 i0),Sacbrood virus,0.63,0.37
AoV-2,SINV-1,Putative A. octoarticulatus virus 3 (g6982 i4),Solenopsis invicta virus 1,0.63,0.37
SV-NG-J1,GaV-A1,Salivirus NG-J1,Gallivirus A1,0.62,0.38
SV-NG-J1,FSak1,Salivirus NG-J1,Feline sakobuvirus A,0.62,0.38
TesV-A1,BHuV-1,Teschovirus A1,Bovine hungarovirus 1,0.62,0.38
KgV,TplV-1,King virus,Thaumetopoea pityocampa iflavirus 1,0.62,0.38
KgV,ApIV,King virus,Antheraea pernyi iflavirus,0.62,0.38
ApIV,FeV-2,Antheraea pernyi iflavirus,Formica exsecta virus 2,0.62,0.38
OsV-A1,GaV-A1,Oscivirus A1,Gallivirus A1,0.59,0.41
KgV,FeV-2,King virus,Formica exsecta virus 2,0.59,0.41
KgV,VdV-1,King virus,Varroa destructor virus 1,0.59,0.41
STV9,SBV,Soybean thrips iflavirus 9,Sacbrood virus,0.58,0.42
KgV,DWV,King virus,Deformed wing virus,0.58,0.42
SV-NG-J1,AiV-1,Salivirus NG-J1,Aichi virus 1,0.56,0.44
CV-A1,MSPV-1,Cardiovirus A1,Miniopterus schreibersii picornavirus 1,0.54,0.46
SiV-A,OsV-A1,Sicinivirus A,Oscivirus A1,0.54,0.46
SenV-A1,MSPV-1,Senecavirus A1,Miniopterus schreibersii picornavirus 1,0.53,0.47
FSak1,GaV-A1,Feline sakobuvirus A,Gallivirus A1,0.53,0.47
FeV-2,VdV-1,Formica exsecta virus 2,Varroa destructor virus 1,0.52,0.48
FSak1,OsV-A1,Feline sakobuvirus A,Oscivirus A1,0.52,0.48
AiV-1,SiV-A,Aichi virus 1,Sicinivirus A,0.52,0.48
PasV-A1,OsV-A1,Passerivirus A1,Oscivirus A1,0.52,0.48
FeV-2,DWV,Formica exsecta virus 2,Deformed wing virus,0.51,0.49
POLIO1A,PEV-8,Human poliovirus 1 Mahoney,Porcine enterovirus 8,0.51,0.49
CV-A1,SenV-A1,Cardiovirus A1,Senecavirus A1,0.5,0.5
AoV-3,STV9,Putative A. octoarticulatus virus 1 (g2275 i0),Soybean thrips iflavirus 9,0.49,0.51
SiV-A,GaV-A1,Sicinivirus A,Gallivirus A1,0.49,0.51
AiV-1,GaV-A1,Aichi virus 1,Gallivirus A1,0.49,0.51
AiV-1,OsV-A1,Aichi virus 1,Oscivirus A1,0.48,0.52
AiV-1,PasV-A1,Aichi virus 1,Passerivirus A1,0.47,0.53
POLIO1A,BatPI,Human poliovirus 1 Mahoney,Bat picornavirus,0.47,0.53
PEV-8,BatPI,Porcine enterovirus 8,Bat picornavirus,0.46,0.54
AiV-1,FSak1,Aichi virus 1,Feline sakobuvirus A,0.46,0.54
ABPV,SINV-1,Acute bee paralysis virus,Solenopsis invicta virus 1,0.46,0.54
FSak1,SiV-A,Feline sakobuvirus A,Sicinivirus A,0.46,0.54
IAPV,SINV-1,Israeli acute paralysis virus,Solenopsis invicta virus 1,0.46,0.54
LHUV-1,SINV-1,Linepithema humile virus 1,Solenopsis invicta virus 1,0.46,0.54
KBV,SINV-1,Kashmir bee virus,Solenopsis invicta virus 1,0.45,0.55
FEX-1,SINV-1,Formica exsecta virus 1,Solenopsis invicta virus 1,0.45,0.55
AoV-4,SBPV,Putative A. octoarticulatus virus 2 (g5994 i0),Slow bee paralysis virus,0.45,0.55
OilV-1,SEIV-1,Osiphanes invirae iflavirus 1,Spodoptera exigua iflavirus 1,0.45,0.55
FSak1,PasV-A1,Feline sakobuvirus A,Passerivirus A1,0.44,0.56
CPDV,RoM-7,Canine picodicistrovirus,Rosavirus M-7,0.43,0.57
PasV-A1,GaV-A1,Passerivirus A1,Gallivirus A1,0.42,0.58
BatIV,SBPV,Bat iflavirus (Yinda et al. 2016),Slow bee paralysis virus,0.41,0.59
PasV-A1,SiV-A,Passerivirus A1,Sicinivirus A,0.4,0.6
EoV,SEIV-2,Ectropis obliqua virus,Spodoptera exigua iflavirus 2,0.39,0.61
AoV-6,AoV-7,Putative A. octoarticulatus virus 5 (g2855 i0),Putative A. octoarticulatus virus 6 (g3684 i0),0.38,0.62
AoV-2,KBV,Putative A. octoarticulatus virus 3 (g6982 i4),Kashmir bee virus,0.38,0.62
PNV,SEIV-2,Perina nuda virus,Spodoptera exigua iflavirus 2,0.37,0.63
AoV-2,FEX-1,Putative A. octoarticulatus virus 3 (g6982 i4),Formica exsecta virus 1,0.37,0.63
AoV-2,IAPV,Putative A. octoarticulatus virus 3 (g6982 i4),Israeli acute paralysis virus,0.32,0.68
AoV-2,ABPV,Putative A. octoarticulatus virus 3 (g6982 i4),Acute bee paralysis virus,0.3,0.7
LHUV-1,FEX-1,Linepithema humile virus 1,Formica exsecta virus 1,0.26,0.74
LHUV-1,KBV,Linepithema humile virus 1,Kashmir bee virus,0.25,0.75
LHUV-1,ABPV,Linepithema humile virus 1,Acute bee paralysis virus,0.24,0.76
LHUV-1,IAPV,Linepithema humile virus 1,Israeli acute paralysis virus,0.24,0.76
AoV-4,BatIV,Putative A. octoarticulatus virus 2 (g5994 i0),Bat iflavirus (Yinda et al. 2016),0.22,0.78
AoV-2,LHUV-1,Putative A. octoarticulatus virus 3 (g6982 i4),Linepithema humile virus 1,0.2,0.8
TplV-1,ApIV,Thaumetopoea pityocampa iflavirus 1,Antheraea pernyi iflavirus,0.18,0.82
TplV-1,LdIV-1,Thaumetopoea pityocampa iflavirus 1,Lymantria dispar iflavirus 1,0.17,0.83
ApIV,LdIV-1,Antheraea pernyi iflavirus,Lymantria dispar iflavirus 1,0.16,0.84
KBV,ABPV,Kashmir bee virus,Acute bee paralysis virus,0.14,0.86
IAPV,ABPV,Israeli acute paralysis virus,Acute bee paralysis virus,0.13,0.87
FEX-1,ABPV,Formica exsecta virus 1,Acute bee paralysis virus,0.13,0.87
IAPV,FEX-1,Israeli acute paralysis virus,Formica exsecta virus 1,0.09,0.91
KBV,FEX-1,Kashmir bee virus,Formica exsecta virus 1,0.08,0.92
